ik,y,mean_probability_chem,mean_probability_chem_plus_bio,mean_delta_p,mean_aligned_delta_p,sd_aligned_delta_p,median_aligned_delta_p,mean_delta_rank,mean_aligned_delta_rank,mean_B,mean_aligned_B,mean_delta_log_loss,mean_log_loss_improvement,wilcoxon_p_aligned_delta_p,n_positive_direction,n_repeats_exceeding_threshold,n_repeats,task,drug_name,bh_q_rescue_correction,stable_min_repeats,selected_wilcoxon_only,magnitude_ok,selected,selected_q_lt_0.01,selected_q_lt_0.05,selected_q_lt_0.1,selected_q_lt_0.2,selected_previous
UBPYILGKFZZVDX,1,0.2640259876369753,0.4397285719733587,0.1757025843363833,0.1757025843363833,0.0726976337458276,0.1774683715443344,0.0594508975712777,0.0594508975712777,0.7774119938867754,0.7774119938867754,-0.4956991496170798,0.4956991496170798,9.5367431640625e-07,20,19,20,SR-MMP,bosutinib,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True
UBQNRHZMVUUOMG,0,0.0952299974691245,0.083316314986382,-0.0119136824827424,0.0119136824827424,0.007694444762853,0.0082024891194748,-0.024234424498416,0.024234424498416,-0.1483641973059898,0.1483641973059898,-0.0130727063400951,0.0130727063400951,9.5367431640625e-07,20,3,20,SR-MMP,zonisamide,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UCFGDBYHRUNTLO,0,0.2169668311408538,0.5166838712531201,0.2997170401122663,-0.2997170401122663,0.1546993938141645,-0.3088173288257084,0.1173178458289334,-0.1173178458289334,1.3484969887013534,-1.3484969887013534,0.5388813530273955,-0.5388813530273955,0.9999980926513672,1,1,20,SR-MMP,topotecan,1.0,False,False,False,False,False,False,False,False,False
UCHDWCPVSPXUMX,1,0.47361573797914,0.3608705947900111,-0.1127451431891288,-0.1127451431891288,0.0456287433472748,-0.1078473442158115,-0.0754487856388595,-0.0754487856388595,-0.4708237075517784,-0.4708237075517784,0.2786752459524011,-0.2786752459524011,1.0,0,0,20,SR-MMP,montelukast,1.0,False,False,False,False,False,False,False,False,False
UCTWMZQNUQWSLP,0,0.137107581167989,0.1158750670641098,-0.0212325141038792,0.0212325141038792,0.0150010321154633,0.0188880609706227,-0.0489440337909186,0.0489440337909186,-0.2004381745668669,0.2004381745668669,-0.0241972811992051,0.0241972811992051,9.5367431640625e-07,20,9,20,SR-MMP,BRD-A07765530,1.674643788722086e-06,False,True,True,True,False,False,False,False,False
UEJJHQNACJXSKW,0,0.0805112226670133,0.0651397698229892,-0.015371452844024,0.015371452844024,0.0055257365947779,0.0157446937338816,-0.0386483632523759,0.0386483632523759,-0.2305638992528944,0.2305638992528944,-0.0165728838385098,0.0165728838385098,9.5367431640625e-07,20,4,20,SR-MMP,thalidomide,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UGJMXCAKCUNAIE,0,0.0453456149545739,0.0353631545549723,-0.0099824603996015,0.0099824603996015,0.0030764127649558,0.0106787365023878,-0.0151003167898627,0.0151003167898627,-0.261627699011873,0.261627699011873,-0.0103997661936482,0.0103997661936482,9.5367431640625e-07,20,0,20,SR-MMP,gabapentin,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UGTJLJZQQFGTJD,1,0.2615991224132641,0.8871214519087415,0.6255223294954774,0.6255223294954774,0.0930105808380983,0.6554506475439882,0.141974656810982,0.141974656810982,3.429853808414532,3.429853808414532,-1.215938587087438,1.215938587087438,9.5367431640625e-07,20,20,20,SR-MMP,CCCP,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True
UHDGCWIWMRVCDJ,0,0.042112411326638,0.0517973697485989,0.0096849584219608,-0.0096849584219608,0.0047903320491719,-0.0088066517785811,0.1138331573389651,-0.1138331573389651,0.2150119911704595,-0.2150119911704595,0.0101713323628506,-0.0101713323628506,1.0,0,0,20,SR-MMP,cytarabine,1.0,False,False,False,False,False,False,False,False,False
UIARLYUEJFELEN,1,0.4886496941286011,0.7133112299880201,0.224661535859419,0.224661535859419,0.0647191493840001,0.2224077016796471,0.0072333685322069,0.0072333685322069,0.985250549239231,0.985250549239231,-0.3736069389640372,0.3736069389640372,9.5367431640625e-07,20,20,20,SR-MMP,lestaurtinib,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True
UIAYVIIHMORPSJ,0,0.0825363149098475,0.080384742960581,-0.0021515719492665,0.0021515719492665,0.0065900705465066,0.0029764341857415,0.0423442449841604,-0.0423442449841604,-0.0297710025803969,0.0297710025803969,-0.002336192609446,0.002336192609446,0.0181169509887695,15,0,20,SR-MMP,cilostamide,0.0230319597743663,False,True,False,False,False,False,False,False,False
UIKROCXWUNQSPJ,0,0.046182836974791,0.0361130848374127,-0.0100697521373782,0.0100697521373782,0.0082830933236883,0.0110041677349258,-0.0149419218585005,0.0149419218585005,-0.285257244668529,0.285257244668529,-0.0104653944709093,0.0104653944709093,6.67572021484375e-06,18,3,20,SR-MMP,cotinine,1.0094991544397866e-05,False,True,False,False,False,False,False,False,False
UJEWTUDSLQGTOA,0,0.085087521100662,0.0772307371711041,-0.0078567839295579,0.0078567839295579,0.0045881618504095,0.0078726048978944,0.0079725448785638,-0.0079725448785638,-0.1063799369361169,0.1063799369361169,-0.0085463653772926,0.0085463653772926,9.5367431640625e-07,20,0,20,SR-MMP,piretanide,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UJVLDDZCTMKXJK,0,0.109820265632899,0.1036180919704058,-0.0062021736624932,0.0062021736624932,0.0076507659004837,0.0070023819086289,-0.0002639915522703,0.0002639915522703,-0.0691561656286794,0.0691561656286794,-0.006888712578939,0.006888712578939,0.0008449554443359,17,2,20,SR-MMP,canrenone,0.0011294097647342,False,True,False,False,False,False,False,False,False
ULDXWLCXEDXJGE,1,0.3488684133651539,0.6486299673584248,0.2997615539932709,0.2997615539932709,0.0749256578384031,0.3125586293218096,0.0552798310454065,0.0552798310454065,1.2472523447050228,1.2472523447050228,-0.6120898323423427,0.6120898323423427,9.5367431640625e-07,20,19,20,SR-MMP,MK-2206,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True
ULFRLSNUDGIQQP,0,0.0898061634976345,0.0764616567440388,-0.0133445067535957,0.0133445067535957,0.0074273618442601,0.0123828788449745,-0.0272439281942977,0.0272439281942977,-0.178352699899221,0.178352699899221,-0.0145413085590676,0.0145413085590676,9.5367431640625e-07,20,5,20,SR-MMP,rizatriptan,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
ULGZDMOVFRHVEP,0,0.0684939247397081,0.0573080810125169,-0.0111858437271912,0.0111858437271912,0.0035961834476443,0.0118576229115609,-0.0115100316789862,0.0115100316789862,-0.1911498016689144,0.1911498016689144,-0.0119357584348059,0.0119357584348059,9.5367431640625e-07,20,0,20,SR-MMP,erythromycin,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UNAANXDKBXWMLN,0,0.4292629618216713,0.3618563032270442,-0.0674066585946271,0.0674066585946271,0.0809072055236462,0.0268753417325032,-0.062143611404435,0.062143611404435,-0.3069044478182832,0.3069044478182832,-0.1030580384705596,0.1030580384705596,0.0004253387451171,16,12,20,SR-MMP,sibutramine,0.0005771431457314,False,True,True,False,False,False,False,False,False
UNBRKDKAWYKMIV,0,0.0769225030264469,0.0704634460881002,-0.0064590569383466,0.0064590569383466,0.0051654974292192,0.0073224349135536,0.0126187961985216,-0.0126187961985216,-0.095261512877022,0.095261512877022,-0.0069721177244387,0.0069721177244387,1.811981201171875e-05,18,0,20,SR-MMP,BRD-K34685430,2.669939393317241e-05,False,True,False,False,False,False,False,False,False
UNFWWIHTNXNPBV,0,0.0491697546596172,0.0382710361996501,-0.010898718459967,0.010898718459967,0.0030799091362576,0.0115108898121998,-0.0222280887011615,0.0222280887011615,-0.265057351729912,0.265057351729912,-0.0113936401562975,0.0113936401562975,9.5367431640625e-07,20,0,20,SR-MMP,spectinomycin,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UOACKFBJUYNSLK,1,0.4433882081760784,0.4521111216744269,0.0087229134983485,0.0087229134983485,0.0198044074957736,0.0064982361563232,-0.0268743400211193,-0.0268743400211193,0.0352824615914858,0.0352824615914858,-0.0193721094909446,0.0193721094909446,0.0569934844970703,13,0,20,SR-MMP,estradiol-cypionate,0.0956676346915108,False,False,False,False,False,False,False,False,False
UOCJDOLVGGIYIQ,0,0.0458779871127092,0.0368268699353784,-0.0090511171773308,0.0090511171773308,0.0052473709264289,0.0079536734919821,-0.0102428722280887,0.0102428722280887,-0.239563187712628,0.239563187712628,-0.009429272654268,0.009429272654268,9.5367431640625e-07,20,1,20,SR-MMP,cefatrizine,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UOWZUVNAGUAEQC,0,0.2757947189953081,0.2373337719510901,-0.0384609470442179,0.0384609470442179,0.0228250499734315,0.0376180197322277,-0.0512671594508975,0.0512671594508975,-0.2089218806328959,0.2089218806328959,-0.0510700303312491,0.0510700303312491,9.5367431640625e-07,20,15,20,SR-MMP,tiratricol,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
UOZODPSAJZTQNH,0,0.0325539188436893,0.0278944368590834,-0.0046594819846059,0.0046594819846059,0.0024890658142982,0.0040123058222201,0.0044350580781415,-0.0044350580781415,-0.1600181247334738,0.1600181247334738,-0.0048044792610053,0.0048044792610053,9.5367431640625e-07,20,0,20,SR-MMP,paromomycin,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UPSPUYADGBWSHF,0,0.2114992921769648,0.1835334772417946,-0.0279658149351702,0.0279658149351702,0.0130058959365647,0.0250342964235094,-0.0484688489968321,0.0484688489968321,-0.1795235809535846,0.1795235809535846,-0.0347403956439026,0.0347403956439026,1.9073486328125e-06,19,17,20,SR-MMP,tolmetin,3.111989874588816e-06,True,True,True,False,True,True,True,True,True
UQGKUQLKSCSZGY,0,0.1659033236502021,0.1460510690745425,-0.0198522545756596,0.0198522545756596,0.0067910923147947,0.0199340646021293,-0.0429778247096092,0.0429778247096092,-0.1510258383489317,0.1510258383489317,-0.0235301496969621,0.0235301496969621,9.5367431640625e-07,20,9,20,SR-MMP,olmesartan-medoxomil,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UUTKICFRNVKFRG,0,0.0158903046100272,0.013506905746723,-0.0023833988633041,0.0023833988633041,0.0007854565503292,0.0024806321630899,0.0027983104540654,-0.0027983104540654,-0.1666200191839501,0.1666200191839501,-0.0024188561185256,0.0024188561185256,9.5367431640625e-07,20,0,20,SR-MMP,pidotimod,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UUVWYPNAQBNQJQ,0,0.0557811378024495,0.0523686940532696,-0.0034124437491799,0.0034124437491799,0.0027422863118893,0.0035516509895883,0.0341077085533262,-0.0341077085533262,-0.0662103257013938,0.0662103257013938,-0.0036101893611736,0.0036101893611736,0.0001611709594726,19,0,20,SR-MMP,altretamine,0.0002247470472923,False,True,False,False,False,False,False,False,False
UVKZSORBKUEBAZ,0,0.1613318755202517,0.1539645366475341,-0.0073673388727176,0.0073673388727176,0.0082042271685064,0.005430174490325,-0.0080253431890179,0.0080253431890179,-0.0559936080083258,0.0559936080083258,-0.0087347016038059,0.0087347016038059,3.147125244140625e-05,19,3,20,SR-MMP,cyclizine,4.5540088811083366e-05,False,True,False,False,False,False,False,False,False
UVTNFZQICZKOEM,0,0.1184553694862269,0.0992779424901217,-0.0191774269961051,0.0191774269961051,0.0093860984143862,0.020052355189413,-0.0476768743400211,0.0476768743400211,-0.2012376791551017,0.2012376791551017,-0.0214920956199503,0.0214920956199503,9.5367431640625e-07,20,10,20,SR-MMP,disopyramide,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UWKQSNNFCGGAFS,1,0.1495473580894231,0.3077289420493158,0.1581815839598926,0.1581815839598926,0.0464099696652485,0.1577442398343916,0.1972016895459345,0.1972016895459345,0.9200865491962654,0.9200865491962654,-0.7122839712993928,0.7122839712993928,9.5367431640625e-07,20,20,20,SR-MMP,irinotecan,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True
UWWDHYUMIORJTA,0,0.0760511627665927,0.0627864271121703,-0.0132647356544223,0.0132647356544223,0.0059324106542384,0.0112705091764129,-0.0269271383315733,0.0269271383315733,-0.211715877223527,0.211715877223527,-0.0142338903913964,0.0142338903913964,9.5367431640625e-07,20,3,20,SR-MMP,moexipril,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
UXABARREKCJULM,0,0.084182069877556,0.0592418736428741,-0.0249401962346818,0.0249401962346818,0.0079774134087957,0.0235759399170234,-0.0986272439281943,0.0986272439281943,-0.3847052933166389,0.3847052933166389,-0.0268490537456261,0.0268490537456261,9.5367431640625e-07,20,15,20,SR-MMP,imiloxan,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
UXOWGYHJODZGMF,0,0.0785708248228765,0.057400122945065,-0.0211707018778114,0.0211707018778114,0.0062819835411671,0.0199467001320315,-0.0740232312565997,0.0740232312565997,-0.3405751932656356,0.3405751932656356,-0.022706068259719,0.022706068259719,9.5367431640625e-07,20,10,20,SR-MMP,aliskiren,1.674643788722086e-06,False,True,True,True,False,False,False,False,False
UXVSDVSUISWXKD,1,0.4763025982083301,0.4654777970294287,-0.0108248011789013,-0.0108248011789013,0.024258322327772,-0.0075942388122726,-0.0359028511087645,-0.0359028511087645,-0.0438357074811396,-0.0438357074811396,0.02419008108712,-0.02419008108712,0.9620742797851562,7,0,20,SR-MMP,nicardipine,1.0,False,False,False,False,False,False,False,False,False
UZHSEJADLWPNLE,0,0.0750197275563283,0.0600780592040446,-0.0149416683522837,0.0149416683522837,0.005495305611432,0.0140020948699936,-0.0381203801478352,0.0381203801478352,-0.2411030303885547,0.2411030303885547,-0.0160171499023139,0.0160171499023139,9.5367431640625e-07,20,4,20,SR-MMP,naloxone,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
VABCILAOYCMVPS,1,0.6274164856505599,0.5960628642119012,-0.0313536214386586,-0.0313536214386586,0.0319302801024867,-0.02309456043597,-0.0359028511087645,-0.0359028511087645,-0.1311271852962035,-0.1311271852962035,0.0523394962936809,-0.0523394962936809,0.9999332427978516,4,0,20,SR-MMP,acenocoumarol,1.0,False,False,False,False,False,False,False,False,False
VACCAVUAMIDAGB,0,0.0873019460956741,0.0624243028726727,-0.0248776432230013,0.0248776432230013,0.013083977084954,0.0236634599915179,-0.0980464625131995,0.0980464625131995,-0.3863039267330809,0.3863039267330809,-0.0268056414787424,0.0268056414787424,9.5367431640625e-07,20,13,20,SR-MMP,sulfamethizole,1.674643788722086e-06,False,True,True,True,False,False,False,False,False
VAOCPAMSLUNLGC,0,0.0363121795024382,0.0225146082461088,-0.0137975712563293,0.0137975712563293,0.0068015035709535,0.01359740031601,-0.0399155227032735,0.0399155227032735,-0.535934047099253,0.535934047099253,-0.0141960183530636,0.0141960183530636,9.5367431640625e-07,20,4,20,SR-MMP,metronidazole,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
VDCRFBBZFHHYGT,0,0.0469728201469784,0.0333938717495977,-0.0135789483973806,0.0135789483973806,0.0055895302883291,0.0132077186554639,-0.0390707497360084,0.0390707497360084,-0.3649802676711819,0.3649802676711819,-0.0141370864407361,0.0141370864407361,9.5367431640625e-07,20,3,20,SR-MMP,RWJ-21757,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
VDEUYMSGMPQMIK,0,0.1593197805590854,0.1879976531969792,0.0286778726378937,-0.0286778726378937,0.0131781165726053,-0.028446790989689,0.0658394931362196,-0.0658394931362196,0.1979715627529191,-0.1979715627529191,0.0348581932301926,-0.0348581932301926,1.0,0,0,20,SR-MMP,benzohydroxamic-acid,1.0,False,False,False,False,False,False,False,False,False
VEMKTZHHVJILDY,0,0.2462405003718782,0.1812900766677453,-0.0649504237041328,0.0649504237041328,0.0264012344924264,0.0608876849638199,-0.0935058078141499,0.0935058078141499,-0.3982733068433308,0.3982733068433308,-0.082382447371459,0.082382447371459,9.5367431640625e-07,20,19,20,SR-MMP,resmethrin,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
VEQOALNAAJBPNY,0,0.0953465548712503,0.0782358544329346,-0.0171107004383157,0.0171107004383157,0.0075891684908084,0.0174844737193497,-0.0543822597676874,0.0543822597676874,-0.2191487671288126,0.2191487671288126,-0.0187218283803029,0.0187218283803029,9.5367431640625e-07,20,8,20,SR-MMP,phenazone,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
VFLDPWHFBUODDF,1,0.2143830032559003,0.4119204613978433,0.1975374581419429,0.1975374581419429,0.0994378555465402,0.1809926952637879,0.0973600844772967,0.0973600844772967,0.935833155169718,0.935833155169718,-0.6308713730634905,0.6308713730634905,9.5367431640625e-07,20,20,20,SR-MMP,curcumin,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True
VGEREEWJJVICBM,1,0.2426368936603842,0.2465234058402118,0.0038865121798276,0.0038865121798276,0.0199734252230009,-0.0014644703859143,-0.0132523759239704,-0.0132523759239704,0.0183255240197526,0.0183255240197526,-0.0127963630935205,0.0127963630935205,0.350590705871582,10,1,20,SR-MMP,phloretin,0.5554302194145289,False,False,False,False,False,False,False,False,False
VGGGPCQERPFHOB,0,0.0665122925955,0.0650856710932559,-0.001426621502244,0.001426621502244,0.0035378955297861,0.002254493926871,0.0469376979936642,-0.0469376979936642,-0.0243773598669211,0.0243773598669211,-0.0015214714499128,0.0015214714499128,0.0096168518066406,15,0,20,SR-MMP,ubenimex,0.0123623326254423,False,True,False,False,False,False,False,False,False
VGLGVJVUHYTIIU,0,0.0733418684964399,0.0594940460248135,-0.0138478224716263,0.0138478224716263,0.0086085071222268,0.0151515833544504,-0.0281414994720169,0.0281414994720169,-0.2312096406949448,0.2312096406949448,-0.0148053012738388,0.0148053012738388,6.67572021484375e-06,18,3,20,SR-MMP,altizide,1.0094991544397866e-05,False,True,False,False,False,False,False,False,False
VGZSUPCWNCWDAN,0,0.0730086057237035,0.0531785512877691,-0.0198300544359343,0.0198300544359343,0.0104772034803985,0.0203983446038317,-0.0663146779303062,0.0663146779303062,-0.3493569553294998,0.3493569553294998,-0.0211392446861999,0.0211392446861999,9.5367431640625e-07,20,11,20,SR-MMP,acetohexamide,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
VHGCDTVCOLNTBX,0,0.3116668090880523,0.270188485710474,-0.0414783233775782,0.0414783233775782,0.0163020396789915,0.0353621734952469,-0.0469904963041182,0.0469904963041182,-0.2021896137101112,0.2021896137101112,-0.0584675131587452,0.0584675131587452,9.5367431640625e-07,20,20,20,SR-MMP,atomoxetine,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
VHOGYURTWQBHIL,1,0.3513861071286729,0.3468902999221201,-0.0044958072065528,-0.0044958072065528,0.0083399928507952,-0.00363123874506,-0.0286166842661035,-0.0286166842661035,-0.0196416310366387,-0.0196416310366387,0.0126641838403279,-0.0126641838403279,0.9946556091308594,4,0,20,SR-MMP,leflunomide,1.0,False,False,False,False,False,False,False,False,False
VHVPQPYKVGDNFY,0,0.2881388367555819,0.4019793288463239,0.113840492090742,-0.113840492090742,0.0571473264952309,-0.1164868490698322,0.0285638859556494,-0.0285638859556494,0.5027890482115251,-0.5027890482115251,0.1786334187298734,-0.1786334187298734,1.0,0,0,20,SR-MMP,itraconazole,1.0,False,False,False,False,False,False,False,False,False
VHYCDWMUTMEGQY,0,0.0519185841057649,0.0406472852919217,-0.0112712988138431,0.0112712988138431,0.00351943299824,0.011507501780585,-0.0209609292502639,0.0209609292502639,-0.259351864630284,0.259351864630284,-0.0118149478313687,0.0118149478313687,9.5367431640625e-07,20,0,20,SR-MMP,bisoprolol,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
VJJPUSNTGOMMGY,0,0.1643845290271119,0.2392347765220681,0.0748502474949562,-0.0748502474949562,0.0581755786462699,-0.0775853875291047,0.0910242872228088,-0.0910242872228088,0.4400950939467331,-0.4400950939467331,0.0970006158724406,-0.0970006158724406,0.9999818801879884,3,2,20,SR-MMP,etoposide,1.0,False,False,False,False,False,False,False,False,False
VJYFKVYYMZPMAB,0,0.076838634123509,0.0718813302505592,-0.0049573038729497,0.0049573038729497,0.0050676957516184,0.0060508016006334,0.025818373812038,-0.025818373812038,-0.0736646835900416,0.0736646835900416,-0.0053475490563265,0.0053475490563265,0.0002412796020507,17,0,20,SR-MMP,ethoprop,0.0003312970345024,False,True,False,False,False,False,False,False,False
VKYKSIONXSXAKP,0,0.0187073343336867,0.0172900010430108,-0.0014173332906759,0.0014173332906759,0.0008363186010219,0.0014466187952545,0.0124604012671594,-0.0124604012671594,-0.0802355707014399,0.0802355707014399,-0.0014433774171301,0.0014433774171301,9.5367431640625e-06,19,0,20,SR-MMP,methenamine,1.43139943952223e-05,False,True,False,False,False,False,False,False,False
VLPIATFUUWWMKC,0,0.1374184045191543,0.1122279972515188,-0.0251904072676355,0.0251904072676355,0.0054708849241126,0.0257388629939862,-0.0624076029567053,0.0624076029567053,-0.231979475240318,0.231979475240318,-0.0287830657462347,0.0287830657462347,9.5367431640625e-07,20,17,20,SR-MMP,mexiletine,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
VLYWMPOKSSWJAL,0,0.098331364024208,0.0782700948253892,-0.0200612691988187,0.0200612691988187,0.0241358091767325,0.0236795333645908,-0.081467793030623,0.081467793030623,-0.3029727834129886,0.3029727834129886,-0.0216621149014312,0.0216621149014312,0.000716209411621,15,11,20,SR-MMP,sulfamethoxypyridazine,0.0009653257287066,False,True,True,False,False,False,False,False,False
VOXZDWNPVJITMN,1,0.4702242923832219,0.5273175391799272,0.0570932467967052,0.0570932467967052,0.0531217404383632,0.0441112732291831,-0.0176874340021119,-0.0176874340021119,0.2306810078146236,0.2306810078146236,-0.1114795586854015,0.1114795586854015,9.5367431640625e-07,20,8,20,SR-MMP,alpha-estradiol,2.0069862479594217e-06,False,True,True,True,False,False,False,False,False
VPJXQGSRWJZDOB,0,0.0340147225777502,0.026479714813228,-0.0075350077645221,0.0075350077645221,0.0020432299443311,0.0083170383109032,-0.0090285110876451,0.0090285110876451,-0.2612228073375716,0.2612228073375716,-0.0077685737623513,0.0077685737623513,9.5367431640625e-07,20,0,20,SR-MMP,carbachol,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
VQHUQHAPWMNBLP,0,0.1074470661201917,0.0807310644042503,-0.0267160017159413,0.0267160017159413,0.0067349295266422,0.0267107920384793,-0.0982048574445617,0.0982048574445617,-0.3173019821091464,0.3173019821091464,-0.0294856913128483,0.0294856913128483,9.5367431640625e-07,20,17,20,SR-MMP,mifobate,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
VRDIULHPQTYCLN,0,0.1278019716725811,0.1218381399141044,-0.0059638317584766,0.0059638317584766,0.0092967385742607,0.0075067104643352,0.00168954593453,-0.00168954593453,-0.056551598064828,0.056551598064828,-0.0067793195370676,0.0067793195370676,0.0060396194458007,16,1,20,SR-MMP,prothionamide,0.007864189456083,False,True,False,False,False,False,False,False,False
VREFGVBLTWBCJP,0,0.2022295558026697,0.1480750779783016,-0.0541544778243681,0.0541544778243681,0.0383157080338125,0.0572533510753338,-0.1324181626187962,0.1324181626187962,-0.4166067941767977,0.4166067941767977,-0.064621246882199,0.064621246882199,1.33514404296875e-05,17,15,20,SR-MMP,alprazolam,1.978172975427964e-05,True,True,True,False,True,True,True,True,True
VRYMTAVOXVTQEF,0,0.1223058787870913,0.0948596259664507,-0.0274462528206406,0.0274462528206406,0.0099083074752586,0.026620101816809,-0.0809926082365364,0.0809926082365364,-0.2892820326672637,0.2892820326672637,-0.0307524035131154,0.0307524035131154,9.5367431640625e-07,20,16,20,SR-MMP,moxisylyte,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
VSBHRRMYCDQLJF,0,0.1013409717257083,0.0976459771714451,-0.0036949945542632,0.0036949945542632,0.0046514106694261,0.0035627268075629,0.0140971488912354,-0.0140971488912354,-0.0413155563420253,0.0413155563420253,-0.0041039879375141,0.0041039879375141,0.000716209411621,16,0,20,SR-MMP,pregnenolone,0.0009653257287066,False,True,False,False,False,False,False,False,False
VSQQQLOSPVPRAZ,0,0.0431910358532194,0.0718042454654722,0.0286132096122528,-0.0286132096122528,0.0102233721742394,-0.0283762710163749,0.2260295670538542,-0.2260295670538542,0.5295965732864198,-0.5295965732864198,0.0304252214500191,-0.0304252214500191,1.0,0,0,20,SR-MMP,trifluridine,1.0,False,False,False,False,False,False,False,False,False
VSWPGAIWKHPTKX,0,0.1103077210152758,0.1194777303928767,0.0091700093776008,-0.0091700093776008,0.00731214652582,-0.0072254088119106,0.0611932418162619,-0.0611932418162619,0.0893920964553025,-0.0893920964553025,0.0103793624961448,-0.0103793624961448,1.0,0,0,20,SR-MMP,telenzepine,1.0,False,False,False,False,False,False,False,False,False
VTJXFTPMFYAJJU,1,0.2226801187400112,0.1789827886592654,-0.0436973300807458,-0.0436973300807458,0.0217272599639801,-0.0401804602014004,-0.0747096092925026,-0.0747096092925026,-0.2805018462772258,-0.2805018462772258,0.2261099968259827,-0.2261099968259827,1.0,0,0,20,SR-MMP,BRD-K49657628,1.0,False,False,False,False,False,False,False,False,False
VVIAGPKUTFNRDU,0,0.0676061705667891,0.049208281501937,-0.018397889064852,0.018397889064852,0.0134473083375963,0.0203688721813765,-0.0626715945089757,0.0626715945089757,-0.3749404147074842,0.3749404147074842,-0.0194458580958506,0.0194458580958506,1.33514404296875e-05,17,10,20,SR-MMP,leucovorin,1.978172975427964e-05,False,True,False,False,False,False,False,False,False
VVWYOYDLCMFIEM,0,0.2179311804978899,0.1804701923761981,-0.0374609881216917,0.0374609881216917,0.0139654418106342,0.0356531331243856,-0.0632523759239704,0.0632523759239704,-0.237939667806202,0.237939667806202,-0.0466905208831789,0.0466905208831789,9.5367431640625e-07,20,19,20,SR-MMP,propantheline,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
VWPOSFSPZNDTMJ,0,0.0798873279276341,0.0717349241071442,-0.0081524038204898,0.0081524038204898,0.0095492159212251,0.007159257361087,0.0094508975712777,-0.0094508975712777,-0.1238054039277035,0.1238054039277035,-0.0087839896629361,0.0087839896629361,0.0018272399902343,14,3,20,SR-MMP,nadolol,0.002422295118633,False,True,False,False,False,False,False,False,False
VWUXBMIQPBEWFH,1,0.45803113461999,0.7185062567033331,0.2604751220833431,0.2604751220833431,0.0737630412766033,0.268120237465811,0.0195353748680042,0.0195353748680042,1.1345333124818038,1.1345333124818038,-0.4457480840991343,0.4457480840991343,9.5367431640625e-07,20,20,20,SR-MMP,none,2.0069862479594217e-06,True,True,True,True,True,True,True,True,True
VXJABHHJLXLNMP,0,0.079649021005056,0.0642879927306434,-0.0153610282744125,0.0153610282744125,0.0069927965739228,0.0143539304040193,-0.0391763463569165,0.0391763463569165,-0.2341690798263913,0.2341690798263913,-0.0165413829172429,0.0165413829172429,9.5367431640625e-07,20,4,20,SR-MMP,meprylcaine,1.674643788722086e-06,False,True,False,False,False,False,False,False,False
VXVNYCRICCVPTD,0,0.2112845959480229,0.1738263078275264,-0.0374582881204964,0.0374582881204964,0.0141940126971103,0.0328965957479136,-0.0664730728616684,0.0664730728616684,-0.2462144701208242,0.2462144701208242,-0.046253315768954,0.046253315768954,9.5367431640625e-07,20,19,20,SR-MMP,doxycycline,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
VYFYYTLLBUKUHU,0,0.1786323903357738,0.1518814586069609,-0.0267509317288129,0.0267509317288129,0.0087789289093338,0.025372653876292,-0.0601900739176346,0.0601900739176346,-0.1951644906741473,0.1951644906741473,-0.0320349617023558,0.0320349617023558,9.5367431640625e-07,20,16,20,SR-MMP,dopamine,1.674643788722086e-06,True,True,True,True,True,True,True,True,True
