NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,smiles_raw,smiles_clean,smiles_canon,inchikey
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX268,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,DJKGDNKYTKCJKD
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX261,OC(O)C(Cl)(Cl)Cl,OC(O)C(Cl)(Cl)Cl,OC(O)C(Cl)(Cl)Cl,OC(O)C(Cl)(Cl)Cl,RNFNDJAIBTYOQL
1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX260,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,RUDATBOHQWOJDD
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TOX263,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX262,Nc1cc(Cl)cc(C(=O)O)c1Cl,Nc1cc(Cl)cc(C(=O)O)c1Cl,Nc1cc(Cl)cc(C(=O)O)c1Cl,Nc1cc(Cl)cc(C(=O)O)c1Cl,HSSBORCLYSCBJR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX265,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK
0.0,,1.0,,0.0,1.0,,,0.0,1.0,1.0,1.0,TOX266,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,UGNWTBMOAKPKBL
0.0,,,1.0,,,,1.0,,,1.0,,TOX29109,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1,ILQHIGIKULUQFQ
0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,,,0.0,TOX29101,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,RAASUWZPTOJQAY
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29100,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,CCCC[P+](CC)(CCCC)CCCC,HOMONHWYLOPSLL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21487,CCC(C)(CCCC(C)C)OC(C)=O,CCC(C)(CCCC(C)C)OC(C)=O,CCC(C)(CCCC(C)C)OC(C)=O,CCC(C)(CCCC(C)C)OC(C)=O,RBKRCARRXLFUGJ
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21484,CC/C=C\CCOC(C)=O,CC/C=C\CCOC(C)=O,CC/C=C\CCOC(C)=O,CCC=CCCOC(C)=O,NPFVOOAXDOBMCE
,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5975,CC(C)=C1CC[C@@H](C)CC1=O,CC(C)=C1CC[C@@H](C)CC1=O,CC(C)=C1CC[C@@H](C)CC1=O,CC(C)=C1CCC(C)CC1=O,NZGWDASTMWDZIW
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,TOX5972,CC/C=C1/OC(=O)c2ccccc21,CC/C=C1/OC(=O)c2ccccc21,CC/C=C1/OC(=O)c2ccccc21,CCC=C1OC(=O)c2ccccc21,NGSZDVVHIGAMOJ
,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6161,Cc1ccccc1C(=O)O,Cc1ccccc1C(=O)O,Cc1ccccc1C(=O)O,Cc1ccccc1C(=O)O,ZWLPBLYKEWSWPD
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26599,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,NOCJXYPHIIZEHN
,,,,,,,0.0,,0.0,,,TOX26594,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,NGVDGCNFYWLIFO
0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,TOX26597,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,KBZOIRJILGZLEJ
0.0,,,,,,,1.0,,0.0,,1.0,TOX26591,CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,JGLWGLKNDHZFAP
0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,TOX26593,CC(C)=CCC/C(C)=C/C=C\C(C)=C\C=C\C(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C\C=C(/C)CCC=C(C)C,CC(C)=CCC/C(C)=C/C=C\C(C)=C\C=C\C(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C\C=C(/C)CCC=C(C)C,CC(C)=CCC/C(C)=C/C=C\C(C)=C\C=C\C(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C\C=C(/C)CCC=C(C)C,CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C,OAIJSZIZWZSQBC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6954,O=C1c2ccccc2C(=O)N1CO,O=C1c2ccccc2C(=O)N1CO,O=C1c2ccccc2C(=O)N1CO,O=C1c2ccccc2C(=O)N1CO,MNSGOOCAMMSKGI
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6955,O=c1[nH]c2ccccc2c(=O)o1,O=c1[nH]c2ccccc2c(=O)o1,O=c1[nH]c2ccccc2c(=O)o1,O=c1[nH]c2ccccc2c(=O)o1,TXJUTRJFNRYTHH
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9312,O=C(O)c1ccc2cc(O)ccc2c1,O=C(O)c1ccc2cc(O)ccc2c1,O=C(O)c1ccc2cc(O)ccc2c1,O=C(O)c1ccc2cc(O)ccc2c1,KAUQJMHLAFIZDU
0.0,0.0,0.0,,0.0,0.0,,,,,,,TOX22681,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@]4(C)CC[C@@H]1C23OO4,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@]4(C)CC[C@@H]1C23OO4,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@]4(C)CC[C@@H]1C23OO4,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,FIHJKUPKCHIPAT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25424,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,RCIMBBZXSXFZBV
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6169,Cc1ccc(C#N)cc1,Cc1ccc(C#N)cc1,Cc1ccc(C#N)cc1,Cc1ccc(C#N)cc1,VCZNNAKNUVJVGX
0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,TOX27938,Oc1ccc(Cc2ccccc2)cc1,Oc1ccc(Cc2ccccc2)cc1,Oc1ccc(Cc2ccccc2)cc1,Oc1ccc(Cc2ccccc2)cc1,HJSPWKGEPDZNLK
,,,,,,,1.0,,0.0,,,TOX25425,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,QVZCXCJXTMIDME
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12813,CCC(O)C(C)(C)C,CCC(O)C(C)(C)C,CCC(O)C(C)(C)C,CCC(O)C(C)(C)C,HMSVXZJWPVIVIV
,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12811,CCC(C)(C)C(=O)O,CCC(C)(C)C(=O)O,CCC(C)(C)C(=O)O,CCC(C)(C)C(=O)O,VUAXHMVRKOTJKP
0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0,TOX26101,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,Cc1cc(=O)c2c(O)c3c(=O)cc(O)c4c3c3c(cc(O)c1c23)C(C)(C)C=4O,NNXWMWGIQHVLGW
0.0,0.0,1.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,TOX24412,CC1CN(c2ccccc2)NC1=O,CC1CN(c2ccccc2)NC1=O,CC1CN(c2ccccc2)NC1=O,CC1CN(c2ccccc2)NC1=O,ZZEYCGJAYIHIAZ
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24413,CCN1CCCC1=O,CCN1CCCC1=O,CCN1CCCC1=O,CCN1CCCC1=O,ZFPGARUNNKGOBB
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24410,O=S(=O)([O-])c1cc(O)ccc1O,O=S(=O)([O-])c1cc(O)ccc1O,O=S(=O)([O-])c1cc(O)ccc1O,O=S(=O)([O-])c1cc(O)ccc1O,IKQCSJBQLWJEPU
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,TOX1319,ClC(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)Cl,CYTYCFOTNPOANT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1318,ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,QPFMBZIOSGYJDE
0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX1315,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,HGUFODBRKLSHSI
0.0,,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,1.0,TOX1314,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,UXOXUHMFQZEAFR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1317,ClCC(Cl)(Cl)Cl,ClCC(Cl)(Cl)Cl,ClCC(Cl)(Cl)Cl,ClCC(Cl)(Cl)Cl,QVLAWKAXOMEXPM
0.0,0.0,0.0,1.0,,0.0,,,0.0,0.0,1.0,1.0,TOX1316,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,MLGCXEBRWGEOQX
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4143,O=C=NCCCCCCN=C=O,O=C=NCCCCCCN=C=O,O=C=NCCCCCCN=C=O,O=C=NCCCCCCN=C=O,RRAMGCGOFNQTLD
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,TOX1312,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,HSTOKWSFWGCZMH
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9128,OCC1CCCO1,OCC1CCCO1,OCC1CCCO1,OCC1CCCO1,BSYVTEYKTMYBMK
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9122,O=C(OC(=O)c1ccccc1)c1ccccc1,O=C(OC(=O)c1ccccc1)c1ccccc1,O=C(OC(=O)c1ccccc1)c1ccccc1,O=C(OC(=O)c1ccccc1)c1ccccc1,CHIHQLCVLOXUJW
0.0,0.0,0.0,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,TOX9120,Oc1ccc(-c2ccc(O)cc2)cc1,Oc1ccc(-c2ccc(O)cc2)cc1,Oc1ccc(-c2ccc(O)cc2)cc1,Oc1ccc(-c2ccc(O)cc2)cc1,VCCBEIPGXKNHFW
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9127,CCOC(=O)C(C)O,CCOC(=O)C(C)O,CCOC(=O)C(C)O,CCOC(=O)C(C)O,LZCLXQDLBQLTDK
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9124,Cc1cc(C)c(C)cc1C,Cc1cc(C)c(C)cc1C,Cc1cc(C)c(C)cc1C,Cc1cc(C)c(C)cc1C,SQNZJJAZBFDUTD
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17551,CN(C)C(=O)Nc1ccccc1,CN(C)C(=O)Nc1ccccc1,CN(C)C(=O)Nc1ccccc1,CN(C)C(=O)Nc1ccccc1,XXOYNJXVWVNOOJ
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17806,Nc1nc(N)nc(Cl)n1,Nc1nc(N)nc(Cl)n1,Nc1nc(N)nc(Cl)n1,Nc1nc(N)nc(Cl)n1,FVFVNNKYKYZTJU
0.0,0.0,1.0,,,0.0,0.0,,0.0,,1.0,0.0,TOX17553,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,HHMCAJWVGYGUEF
0.0,0.0,1.0,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,TOX4499,Nc1ccc(O)cc1,Nc1ccc(O)cc1,Nc1ccc(O)cc1,Nc1ccc(O)cc1,PLIKAWJENQZMHA
0.0,0.0,1.0,,,0.0,,1.0,0.0,0.0,1.0,,TOX4498,Nc1ccccc1O,Nc1ccccc1O,Nc1ccccc1O,Nc1ccccc1O,CDAWCLOXVUBKRW
0.0,0.0,0.0,1.0,,0.0,,,0.0,1.0,1.0,1.0,TOX18922,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,RVHUMFJSCJBNGS
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX4491,Nc1nc2ccc([N+](=O)[O-])cc2s1,Nc1nc2ccc([N+](=O)[O-])cc2s1,Nc1nc2ccc([N+](=O)[O-])cc2s1,Nc1nc2ccc([N+](=O)[O-])cc2s1,GPNAVOJCQIEKQF
,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,TOX4497,Nc1cccc(O)c1,Nc1cccc(O)c1,Nc1cccc(O)c1,Nc1cccc(O)c1,CWLKGDAVCFYWJK
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX1493,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,RDQSIADLBQFVMY
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24948,COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],JGBJHRKCUKTQOE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24949,CCC1(CO)COCOC1,CCC1(CO)COCOC1,CCC1(CO)COCOC1,CCC1(CO)COCOC1,BGFBWRWYROQISE
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX28999,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,YCOYDOIWSSHVCK
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,TOX24239,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,BPZSYCZIITTYBL
0.0,0.0,0.0,,,0.0,0.0,1.0,,1.0,,1.0,TOX24940,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,VEBCLRKUSAGCDF
0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX28992,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,RAGOYPUPXAKGKH
0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,TOX28991,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,KOHIRBRYDXPAMZ
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX28990,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,AMKVXSZCKVJAGH
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX24236,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,QSRJVOOOWGXUDY
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24945,OCCSCSCCO,OCCSCSCCO,OCCSCSCCO,OCCSCSCCO,GAECBAMNQFGJIM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24947,C=CC(=O)N1CCOCC1,C=CC(=O)N1CCOCC1,C=CC(=O)N1CCOCC1,C=CC(=O)N1CCOCC1,XLPJNCYCZORXHG
0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,TOX2663,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,UIEATEWHFDRYRU
